Customer_ID,Age,Income_Level,Number_of_Subscriptions,Avg_Usage_Hours_Per_Week,App_Switch_Frequency,Discount_Used,Customer_Support_Interactions,Payment_Mode,Tenure_Months,Device_Type,Satisfaction_Score,Monthly_Total_Spend,Will_Cancel_Next_3_Months
5391,25,Medium,4,2.6,1,0,2,Credit Card,8,Android,9,468.85,0
5392,44,High,5,12.1,13,1,2,Credit Card,26,Android,9,766.18,0
5393,62,Medium,11,8.6,5,1,8,UPI,18,Android,7,938.8,0
5394,40,Low,10,3.4,11,1,1,Wallet,44,Web,8,380.84,1
5395,63,High,7,6.3,3,0,2,Credit Card,9,Android,7,852.92,0
5396,25,Low,1,7.4,4,1,4,Wallet,40,iOS,2,161.88,0
5397,25,Medium,11,15.8,10,0,3,Credit Card,36,Android,4,875.57,1
5398,43,Low,9,5.4,7,1,8,Credit Card,9,Android,3,431.72,1
5399,64,Low,3,5.9,2,0,4,Debit Card,33,iOS,4,246.41,0
5400,30,High,11,8.5,4,0,9,UPI,11,iOS,8,1339.5,0
5401,56,Medium,4,14.4,0,1,4,Credit Card,42,Android,9,464.18,0
5402,54,High,7,7.3,9,0,6,Credit Card,41,Android,7,949.35,1
5403,45,Medium,5,6.7,3,1,3,UPI,24,Android,9,524.88,0
5404,42,High,5,8.5,13,1,4,Debit Card,24,iOS,2,574.11,0
5405,33,High,1,7.0,13,0,0,Credit Card,32,Android,1,159.95,0
5406,19,Medium,2,7.0,4,1,6,Credit Card,33,Android,4,396.69,0
5407,35,Medium,5,10.9,13,1,3,Debit Card,40,Android,4,504.31,0
5408,34,Medium,2,6.5,12,0,1,Debit Card,17,Web,10,438.7,0
5409,47,High,1,6.9,3,0,6,Debit Card,26,Android,10,397.6,0
5410,56,Low,10,11.0,11,1,7,Debit Card,45,Web,9,516.28,1
5411,30,Medium,3,3.7,13,0,8,Wallet,33,iOS,1,481.96,1
5412,49,Low,11,7.0,8,0,7,Credit Card,2,iOS,4,705.24,1
5413,46,Low,1,3.0,7,1,7,Wallet,2,Android,2,241.8,1
5414,63,Low,10,6.5,10,0,7,Credit Card,14,iOS,4,394.07,1
5415,47,Medium,8,6.9,11,0,6,Debit Card,21,iOS,7,699.74,1
5416,35,High,8,7.0,12,0,1,Debit Card,23,Android,2,1076.71,1
5417,30,Medium,8,6.8,1,0,1,Debit Card,22,Android,6,762.05,0
5418,60,Medium,7,8.8,8,0,8,Credit Card,36,Web,2,566.27,1
5419,38,Medium,7,4.6,1,0,0,UPI,1,Android,3,540.87,1
5420,47,Medium,2,9.2,5,0,0,Credit Card,32,Android,5,307.65,0
5421,38,High,9,6.5,1,1,6,Debit Card,29,Android,4,1260.42,1
5422,65,Medium,7,10.3,5,0,9,UPI,5,Android,4,609.7,1
5423,34,Low,5,7.8,5,0,5,UPI,36,iOS,9,373.83,0
5424,57,Low,4,6.2,10,0,5,Debit Card,25,iOS,6,380.61,0
5425,36,High,8,4.1,6,1,7,UPI,22,Android,2,1049.28,1
5426,32,High,5,8.9,9,1,3,UPI,5,iOS,9,766.84,0
5427,26,Low,6,7.4,12,0,4,Debit Card,3,Web,8,374.02,0
5428,27,Low,4,12.4,4,1,4,Credit Card,24,Android,9,308.27,0
5429,61,Medium,2,12.6,11,0,5,UPI,33,iOS,5,267.83,0
5430,48,Medium,12,6.5,2,0,0,Debit Card,28,Android,7,957.55,0
5431,40,Medium,7,0.9,11,0,3,Credit Card,47,iOS,6,816.14,1
5432,47,High,12,10.7,14,0,2,Credit Card,21,Android,5,1502.05,0
5433,50,High,2,6.4,1,0,6,UPI,16,Android,7,311.7,0
5434,26,High,11,6.9,12,0,0,Debit Card,11,Android,8,1348.78,0
5435,64,Medium,12,11.6,3,0,1,Wallet,6,iOS,2,885.32,0
5436,18,Low,7,9.0,12,1,7,Credit Card,19,iOS,4,383.02,1
5437,61,Medium,7,10.5,13,1,1,Credit Card,38,Web,7,656.63,0
5438,52,Medium,1,11.2,11,1,8,Wallet,18,Android,7,223.84,0
5439,28,Low,10,7.5,0,0,3,Credit Card,44,iOS,5,476.47,0
5440,51,Low,10,10.1,10,1,2,Wallet,10,Android,1,407.76,1
5441,33,Medium,12,8.3,11,0,3,Credit Card,12,Android,6,916.97,0
5442,26,Medium,3,9.6,1,0,8,Debit Card,33,Android,1,386.9,0
5443,49,Medium,3,8.5,7,0,6,Debit Card,15,Android,6,446.27,0
5444,32,Low,11,12.1,4,1,3,Credit Card,12,Android,3,355.16,0
5445,29,Medium,6,4.2,4,0,6,Wallet,5,iOS,6,587.56,0
5446,50,Low,11,6.7,2,0,7,Credit Card,1,Android,2,430.34,1
5447,62,Medium,3,7.7,13,0,7,UPI,38,Android,2,161.49,1
5448,31,Medium,12,8.4,10,1,5,Debit Card,34,Android,10,1029.0,0
5449,25,High,9,4.2,0,1,0,Wallet,12,Android,10,1140.01,0
5450,25,Medium,5,5.8,5,1,9,Debit Card,30,Web,6,684.28,0
5451,44,Medium,6,8.1,14,0,2,Credit Card,11,Android,7,608.43,0
5452,29,Medium,6,6.4,14,0,5,UPI,9,Android,4,633.39,0
5453,18,Medium,8,2.9,13,1,0,Debit Card,44,Android,1,504.57,1
5454,60,Low,10,6.9,11,0,4,UPI,46,iOS,4,577.16,1
5455,57,Medium,11,4.4,0,1,1,Credit Card,7,iOS,5,851.97,0
5456,59,Medium,3,9.8,3,1,0,Debit Card,17,iOS,1,350.57,0
5457,28,Medium,9,8.9,13,0,9,UPI,26,Android,7,775.47,1
5458,56,Medium,7,10.7,3,0,2,Debit Card,27,Android,10,644.75,0
5459,60,High,11,8.6,10,0,1,Credit Card,33,Android,8,1262.53,0
5460,48,Low,6,4.8,2,1,5,Debit Card,39,iOS,9,480.8,0
5461,34,Low,11,-1.4,3,0,5,Wallet,5,Android,4,507.93,1
5462,50,High,1,11.4,13,0,6,Credit Card,37,iOS,10,498.32,0
5463,49,High,4,6.7,5,0,6,Wallet,9,iOS,8,585.28,0
5464,46,Low,5,1.3,5,1,4,UPI,23,Web,10,359.98,0
5465,38,High,12,12.7,13,0,2,UPI,30,Android,7,1425.19,0
5466,38,Low,2,9.7,10,0,5,UPI,36,Android,1,209.79,0
5467,57,Medium,1,12.7,5,1,2,Wallet,1,Android,4,356.34,0
5468,40,Medium,2,9.3,5,0,4,Credit Card,8,Android,5,407.9,0
5469,23,Medium,8,10.0,3,0,2,Wallet,1,Web,10,503.75,0
5470,39,Medium,10,6.5,10,1,5,UPI,10,Android,3,658.19,1
5471,55,Low,6,10.1,6,0,3,Credit Card,7,Android,2,175.53,0
5472,54,Low,10,13.8,6,0,8,UPI,38,Android,8,409.5,0
5473,62,Medium,2,10.5,1,1,1,Wallet,3,Android,3,187.86,0
5474,25,Low,9,6.9,11,1,6,Wallet,42,Web,10,447.37,1
5475,58,High,8,4.1,5,0,4,Credit Card,7,iOS,8,1052.83,0
5476,52,Medium,4,11.4,4,0,8,Debit Card,8,Android,6,700.3,0
5477,28,Low,11,8.2,9,0,9,UPI,34,Android,7,427.49,1
5478,41,Medium,10,8.3,0,0,4,Debit Card,40,iOS,9,853.45,0
5479,38,Low,7,2.1,13,0,4,Credit Card,42,Android,8,570.39,1
5480,19,Low,3,1.8,2,1,1,Credit Card,32,Android,7,230.2,0
5481,57,Medium,6,8.3,8,1,2,UPI,32,iOS,4,822.22,0
5482,36,High,3,5.3,12,1,5,Debit Card,46,Web,5,595.85,0
5483,56,Medium,10,8.6,10,1,3,Credit Card,5,Android,8,718.49,0
5484,45,Low,3,10.9,8,1,2,UPI,27,Android,9,256.14,0
5485,34,Medium,12,6.3,9,1,4,Debit Card,13,Android,1,1037.1,1
5486,23,Low,11,8.7,8,1,8,UPI,42,Android,10,432.36,1
5487,36,Low,9,7.6,10,0,2,Wallet,12,iOS,6,345.95,0
5488,55,High,6,16.9,9,0,6,Debit Card,10,Android,1,755.56,1
5489,45,High,8,6.4,4,0,8,Credit Card,1,Android,3,913.77,1
5490,19,Low,4,5.9,5,1,3,Credit Card,21,iOS,10,491.44,0
5491,55,Medium,4,6.6,8,0,6,Credit Card,7,iOS,4,406.72,1
5492,54,High,8,11.5,3,1,6,Debit Card,10,iOS,10,922.91,0
5493,21,Low,7,6.5,10,0,2,Debit Card,17,iOS,7,255.17,0
5494,39,Low,5,10.2,3,0,0,UPI,37,iOS,9,200.46,0
5495,43,High,2,8.1,11,1,3,Credit Card,1,Android,4,230.03,0
5496,60,Medium,6,8.2,8,0,8,Wallet,42,iOS,5,753.12,0
5497,53,Low,1,12.8,11,1,9,Wallet,13,Android,1,301.52,1
5498,30,Medium,7,2.6,6,0,6,Debit Card,23,Android,4,759.74,1
5499,49,Low,9,8.4,5,0,9,Wallet,28,Android,4,629.54,1
5500,34,Medium,5,10.1,9,1,5,Credit Card,42,Android,9,514.8,0
5501,58,Medium,5,9.2,5,1,4,Debit Card,19,iOS,10,466.79,0
5502,53,Medium,12,3.6,12,1,9,Debit Card,32,iOS,1,1059.52,1
5503,63,Medium,7,4.6,14,0,9,Wallet,10,iOS,3,746.94,1
5504,36,Low,5,8.8,4,1,0,Debit Card,18,Android,6,376.42,0
5505,52,Low,10,1.0,11,0,3,UPI,8,iOS,1,369.59,1
5506,63,Low,12,6.4,10,0,2,Wallet,16,Android,3,582.87,1
5507,57,High,12,4.3,3,1,2,Credit Card,35,Android,6,1360.83,0
5508,45,Medium,4,8.6,2,0,0,Wallet,44,iOS,4,224.18,0
5509,18,Low,1,7.5,13,0,2,Debit Card,38,Android,2,211.49,0
5510,59,Medium,6,9.1,6,0,9,Debit Card,17,iOS,2,437.93,0
5511,35,High,9,5.4,4,1,9,Wallet,23,iOS,5,936.93,0
5512,65,Medium,4,8.8,1,0,7,UPI,26,iOS,3,404.29,0
5513,57,Low,10,8.0,2,1,3,Credit Card,40,Android,4,479.95,0
5514,50,Low,11,5.4,4,0,6,Debit Card,23,Android,2,509.21,1
5515,29,Low,4,11.3,8,1,1,Credit Card,23,Android,2,366.05,0
5516,25,High,5,10.1,11,1,6,Wallet,45,iOS,6,751.62,0
5517,41,Medium,6,6.1,5,0,5,UPI,7,Android,2,567.77,0
5518,33,Medium,3,5.6,14,1,7,Wallet,12,iOS,1,367.48,1
5519,21,High,9,10.8,10,0,7,UPI,22,Android,9,1236.52,1
5520,55,High,1,3.2,1,0,7,Credit Card,17,Android,1,202.16,1
5521,61,Low,11,4.1,7,0,9,Credit Card,13,Android,4,368.71,1
5522,44,Low,6,9.4,11,0,3,Credit Card,38,Android,3,404.31,0
5523,26,Medium,6,13.4,13,1,8,Credit Card,14,Android,7,402.11,0
5524,64,Low,8,6.2,5,1,7,Debit Card,7,Android,1,438.35,1
5525,33,Medium,5,6.5,5,0,3,UPI,19,Android,4,581.46,0
5526,29,High,9,7.3,12,1,1,Debit Card,39,Android,6,1066.51,0
5527,48,Medium,9,6.6,13,0,0,Wallet,7,iOS,9,714.36,0
5528,41,Low,12,6.7,7,0,1,Debit Card,27,iOS,7,690.39,0
5529,31,Low,2,6.2,14,0,4,Debit Card,17,Android,2,228.23,0
5530,62,Medium,5,8.6,6,0,4,Wallet,34,Android,9,469.01,0
5531,42,High,12,10.1,14,0,9,Wallet,46,iOS,9,1392.25,1
5532,51,Low,7,8.5,12,0,1,Debit Card,11,iOS,3,628.9,1
5533,20,Low,2,7.5,14,0,3,Wallet,9,iOS,3,180.02,0
5534,41,Low,7,6.2,4,1,7,Wallet,39,Android,2,416.46,1
5535,59,High,9,4.5,10,1,0,UPI,3,iOS,3,950.92,1
5536,26,Medium,8,4.1,13,0,1,UPI,23,iOS,6,540.86,1
5537,43,High,10,3.5,8,0,1,Wallet,40,Android,9,1290.63,1
5538,37,Medium,9,9.9,0,0,4,Debit Card,4,Android,5,658.11,0
5539,57,Medium,4,6.3,12,0,1,Debit Card,45,iOS,1,472.83,0
5540,27,Low,8,9.2,3,0,7,UPI,16,Android,9,398.33,0
5541,36,Low,9,5.9,14,1,2,Wallet,21,Android,9,724.86,0
5542,20,Medium,10,7.8,9,0,2,UPI,25,Android,1,885.8,1
5543,41,High,12,7.0,11,1,7,UPI,5,iOS,3,1409.07,1
5544,22,Low,2,12.7,10,1,0,Wallet,1,iOS,4,299.97,0
5545,20,Low,10,6.6,8,0,3,UPI,46,iOS,8,368.41,0
5546,44,Medium,3,10.5,1,0,6,Wallet,32,Android,3,406.94,0
5547,33,Low,1,3.8,12,1,4,Wallet,37,iOS,6,189.57,0
5548,32,Medium,1,12.1,12,0,2,Debit Card,46,iOS,7,404.84,0
5549,52,Low,10,10.5,2,0,7,UPI,20,iOS,2,496.3,1
5550,29,Low,6,6.2,2,1,4,Wallet,11,Android,5,297.96,0
5551,58,Medium,1,6.2,5,1,5,Wallet,33,Android,4,411.15,0
5552,61,Medium,5,11.6,14,0,0,Debit Card,36,iOS,4,436.38,0
5553,43,Medium,6,10.8,2,0,2,Credit Card,32,Android,1,450.75,0
5554,64,Low,9,7.3,2,0,9,Debit Card,19,Android,5,492.49,0
5555,51,High,6,5.4,4,1,3,UPI,39,iOS,7,767.75,0
5556,40,Low,4,11.2,12,0,9,Debit Card,44,Android,8,290.47,0
5557,48,Low,1,6.6,2,0,9,UPI,45,Android,8,106.14,0
5558,37,Medium,6,9.0,4,0,3,Credit Card,18,Android,7,467.32,0
5559,29,Low,7,6.3,2,0,4,UPI,36,Android,9,375.22,0
5560,40,Medium,5,7.3,1,1,8,UPI,42,iOS,4,335.53,0
5561,21,High,6,13.7,7,1,3,UPI,24,Android,4,748.08,0
5562,40,Medium,10,7.8,2,1,6,UPI,32,Android,7,891.68,0
5563,65,Medium,8,12.3,5,0,7,Debit Card,9,Android,2,649.08,1
5564,65,Medium,1,3.4,10,1,6,UPI,24,iOS,9,75.8,1
5565,18,Low,8,2.8,1,0,1,Credit Card,15,Android,5,533.28,0
5566,42,Medium,12,9.7,0,0,0,Wallet,47,Android,5,762.56,0
5567,19,Low,11,5.7,7,1,4,Debit Card,46,Android,6,586.87,0
5568,47,High,2,7.9,11,0,7,UPI,45,iOS,4,438.98,1
5569,20,Low,2,1.6,2,0,0,Credit Card,22,Android,1,111.66,0
5570,38,Medium,8,1.9,1,1,1,Debit Card,34,Android,5,634.84,0
5571,42,High,2,8.0,1,0,8,Debit Card,10,Android,7,506.35,0
5572,37,Medium,8,6.5,4,0,5,UPI,2,iOS,4,631.85,0
5573,39,High,5,7.0,5,0,0,Credit Card,42,Web,3,547.47,0
5574,38,Medium,9,13.0,10,0,7,Debit Card,39,Android,8,841.46,1
5575,50,Low,9,9.4,13,0,2,UPI,42,Android,9,427.4,0
5576,55,High,8,14.4,1,1,3,Wallet,7,Android,2,1142.29,0
5577,32,Low,9,8.2,5,0,9,UPI,1,Web,2,454.51,1
5578,63,Low,7,12.5,0,1,4,Credit Card,9,Web,6,393.78,0
5579,32,Medium,8,11.0,8,0,8,Wallet,42,Android,6,689.29,1
5580,63,Medium,6,6.5,3,1,4,UPI,26,Android,5,572.76,0
5581,42,High,9,7.5,12,0,5,Credit Card,15,iOS,1,965.96,1
5582,38,High,2,6.9,13,1,6,Debit Card,45,Android,10,266.02,0
5583,41,High,3,11.2,12,0,4,Wallet,22,Android,6,383.77,0
5584,22,Low,2,8.8,4,1,4,Debit Card,23,iOS,2,432.31,0
5585,23,Medium,6,5.2,2,0,1,UPI,3,iOS,5,412.01,0
5586,60,Medium,3,4.1,5,0,1,Credit Card,46,Web,9,311.86,0
5587,65,High,11,4.2,0,0,5,Debit Card,11,iOS,10,1308.12,0
5588,61,Medium,1,5.3,6,1,9,Credit Card,22,Android,2,174.95,0
5589,64,Low,4,5.2,7,0,5,Debit Card,40,Android,5,387.2,0
5590,40,High,5,4.4,2,1,9,Credit Card,14,Android,2,688.22,1
5591,21,Low,12,11.4,1,1,5,Debit Card,45,Android,6,541.99,0
5592,44,Medium,11,3.4,11,1,2,Credit Card,16,Android,9,957.47,1
5593,35,Medium,4,9.2,13,0,8,Debit Card,34,Android,2,246.06,1
5594,38,Medium,6,14.8,3,0,6,UPI,5,Web,6,428.81,0
5595,45,Medium,3,8.3,7,1,3,Credit Card,8,Web,10,491.07,0
5596,52,Medium,10,8.3,10,1,8,UPI,2,Android,7,699.45,1
5597,39,Medium,6,8.7,7,1,3,Debit Card,11,Android,2,460.31,0
5598,57,Low,10,3.6,13,1,2,Credit Card,41,Android,4,586.01,1
5599,40,Low,1,9.3,11,1,0,Debit Card,45,Android,2,112.65,0
5600,20,Low,6,9.0,10,1,3,Debit Card,41,Android,4,349.02,0
5601,57,Medium,8,7.9,12,0,2,UPI,41,Android,9,627.92,0
5602,27,Low,10,2.9,7,1,2,UPI,23,Web,9,573.59,0
5603,42,Medium,8,13.7,1,0,5,UPI,1,Web,3,755.2,0
5604,25,Medium,1,8.7,12,0,8,Debit Card,10,Web,8,290.12,0
5605,28,Medium,7,4.3,3,1,0,UPI,6,Android,1,740.16,1
5606,22,Medium,10,5.0,9,1,8,UPI,3,Android,6,697.59,1
5607,62,Medium,10,5.7,14,0,1,Credit Card,19,Android,9,746.51,0
5608,54,Medium,12,12.8,0,0,2,Credit Card,29,Android,4,1139.06,0
5609,62,Medium,4,7.6,10,0,8,UPI,15,Android,8,504.77,0
5610,55,Low,12,7.6,6,0,7,Wallet,23,iOS,1,645.61,1
5611,46,High,6,6.4,14,0,8,UPI,8,iOS,2,888.4,1
5612,22,High,6,11.1,9,1,7,UPI,25,Web,8,938.63,0
5613,26,Low,5,11.2,5,0,5,UPI,24,Web,9,456.54,0
5614,65,Medium,10,3.5,10,0,9,Wallet,38,Android,5,751.97,1
5615,19,High,9,7.7,6,0,8,Debit Card,12,iOS,6,965.42,0
5616,18,Low,11,7.4,9,0,2,Debit Card,1,Android,3,638.24,1
5617,57,Medium,10,5.1,11,0,3,Wallet,4,iOS,8,969.79,0
5618,47,Low,8,6.3,4,0,0,Credit Card,39,iOS,4,547.1,0
5619,28,Medium,12,7.1,5,1,6,Wallet,30,Android,6,981.33,0
5620,45,High,6,5.0,11,1,1,UPI,34,iOS,7,962.37,0
5621,61,Medium,4,8.9,5,0,0,Wallet,43,iOS,10,482.23,0
5622,29,Medium,4,8.8,5,1,7,Credit Card,41,Android,6,319.36,0
5623,56,High,9,9.6,8,0,9,Debit Card,33,Web,6,1173.79,1
5624,43,Medium,12,6.6,13,0,8,UPI,44,Android,6,966.22,1
5625,30,Medium,4,1.6,3,1,3,UPI,30,Android,2,418.54,0
5626,25,Medium,7,5.9,1,0,8,Debit Card,40,iOS,9,632.25,0
5627,45,Medium,6,4.8,8,0,2,Wallet,13,Android,7,733.54,0
5628,47,High,2,7.5,9,0,7,Credit Card,30,Android,2,475.66,1
5629,26,High,5,9.7,6,1,9,Debit Card,19,Android,1,787.71,0
5630,56,Medium,3,13.7,4,1,4,Credit Card,20,Android,6,318.03,0
5631,48,Medium,9,5.3,5,1,1,UPI,38,iOS,2,574.33,0
5632,38,Low,10,8.4,10,0,4,Debit Card,4,Android,5,583.24,0
5633,64,High,1,8.5,6,1,5,Wallet,23,Web,10,185.65,0
5634,51,Medium,10,12.3,4,1,4,Debit Card,25,Android,6,898.58,0
5635,48,Medium,4,8.7,4,1,6,Debit Card,11,iOS,8,283.16,0
5636,42,Low,4,6.9,5,1,3,UPI,31,Android,4,382.45,0
5637,29,High,9,7.9,7,0,9,UPI,12,Android,3,1227.37,1
5638,18,Low,1,9.0,12,0,9,Credit Card,41,Android,4,316.61,1
5639,39,Low,2,10.2,1,1,6,UPI,34,Android,10,249.46,0
5640,57,Medium,1,13.1,14,0,8,UPI,30,iOS,7,391.74,0
5641,54,Medium,1,12.8,10,0,1,Credit Card,44,iOS,4,219.9,0
5642,64,Low,12,5.7,9,1,8,Debit Card,16,Android,8,518.64,1
5643,18,Medium,1,3.5,8,0,9,Debit Card,32,iOS,3,394.98,1
5644,18,Medium,3,4.3,13,0,1,UPI,36,Android,7,262.84,0
5645,59,Low,11,8.7,9,0,6,Wallet,18,Android,6,468.23,1
5646,59,Low,4,11.4,4,0,4,Wallet,8,Web,1,275.4,0
5647,38,High,10,7.3,3,1,3,Debit Card,31,Android,9,1243.16,0
5648,32,Low,2,5.1,7,0,6,Credit Card,36,Web,5,341.47,0
5649,34,Low,1,3.6,3,0,0,Debit Card,13,Android,5,135.45,0
5650,39,Medium,5,12.8,1,0,2,UPI,18,iOS,3,479.76,0
5651,55,Medium,6,6.5,4,1,1,Credit Card,35,Android,8,591.41,0
5652,52,Medium,2,3.4,4,0,1,Debit Card,27,Android,6,365.64,0
5653,62,High,3,7.9,3,0,4,Debit Card,6,Android,10,754.95,0
5654,33,High,10,8.0,2,0,9,Debit Card,10,Android,4,1370.33,1
5655,25,Low,3,10.7,10,0,1,Wallet,37,Android,10,247.02,0
5656,64,Medium,2,4.4,4,0,2,Wallet,47,Android,2,291.82,0
5657,34,Medium,4,11.5,8,0,6,Credit Card,44,iOS,4,495.21,1
5658,34,Low,5,12.0,8,0,1,Credit Card,7,iOS,1,454.89,0
5659,43,Low,8,8.3,8,0,3,Credit Card,16,iOS,1,479.6,1
5660,30,Medium,6,9.8,5,1,1,Wallet,2,iOS,8,588.98,0
5661,34,Low,9,10.4,7,0,7,Credit Card,43,Android,4,565.12,1
5662,55,High,3,6.2,0,1,5,Debit Card,42,Android,9,542.2,0
5663,34,Medium,10,3.8,14,0,7,UPI,47,Web,6,737.49,1
5664,65,Low,9,6.2,0,0,5,UPI,25,Android,10,492.46,0
5665,31,Low,11,2.7,6,1,0,Debit Card,26,Web,4,594.67,1
5666,62,High,11,9.4,11,0,8,Debit Card,26,iOS,9,1387.87,1
5667,23,Medium,4,12.8,4,1,8,Credit Card,18,iOS,10,457.92,0
5668,52,Medium,8,5.4,1,0,4,UPI,38,iOS,1,777.99,0
5669,63,Medium,10,6.6,3,0,9,Credit Card,20,Android,4,792.35,1
5670,31,High,7,7.2,3,0,6,Credit Card,28,iOS,7,763.87,0
5671,64,Medium,7,14.2,5,0,2,Wallet,3,Android,3,609.04,0
5672,25,Low,9,6.6,7,0,1,Debit Card,36,Android,10,237.52,0
5673,32,Low,10,11.4,12,0,7,Credit Card,40,iOS,6,545.68,1
5674,44,Medium,2,8.1,2,1,2,Debit Card,1,Android,10,228.9,0
5675,30,High,5,-1.5,11,0,1,UPI,10,iOS,4,526.49,1
5676,48,Low,3,6.5,11,0,6,UPI,44,Android,9,153.34,0
5677,52,Medium,7,10.6,13,0,8,Credit Card,31,Android,10,662.65,1
5678,23,Low,3,6.5,6,1,5,Wallet,20,Web,4,175.6,0
5679,22,High,5,9.5,14,1,1,Credit Card,8,iOS,4,638.68,0
5680,39,Medium,5,13.2,1,0,1,UPI,7,Android,10,523.37,0
5681,40,Medium,2,9.6,8,0,0,UPI,35,Android,9,225.88,0
5682,42,Low,11,6.1,11,0,8,Wallet,43,Android,2,556.59,1
5683,51,Low,1,10.1,6,0,3,UPI,40,Android,2,338.29,0
5684,43,Medium,12,9.5,14,0,3,Wallet,20,iOS,4,895.82,1
5685,64,Medium,6,10.9,0,1,9,Debit Card,3,iOS,2,572.18,0
5686,22,Low,1,7.7,12,1,3,Wallet,11,iOS,2,409.83,0
5687,43,High,9,5.6,3,0,0,Wallet,12,iOS,6,1132.43,0
5688,37,Medium,10,9.6,1,0,9,Wallet,42,iOS,4,833.29,1
5689,23,Medium,5,9.7,9,0,7,Debit Card,42,Android,10,719.97,0
5690,23,Low,1,6.4,4,0,8,Wallet,46,Android,3,240.1,0
5691,35,Low,12,3.4,8,0,8,Credit Card,12,Android,4,569.58,1
5692,21,Medium,8,6.6,2,0,8,Credit Card,42,Android,7,769.37,0
5693,34,Medium,1,4.5,4,1,5,Credit Card,8,Android,7,225.6,0
5694,31,Medium,4,7.2,10,0,6,Credit Card,45,Android,3,335.31,1
5695,31,High,7,10.3,9,0,0,Wallet,22,Android,9,623.97,0
5696,30,Medium,4,2.0,1,0,4,UPI,20,iOS,10,630.34,0
5697,24,Low,12,8.9,14,1,5,Wallet,15,iOS,2,483.27,1
5698,61,High,5,9.2,3,1,7,Credit Card,31,Web,2,674.35,0
5699,32,Medium,7,5.2,1,0,0,Wallet,46,Web,3,449.63,0
5700,36,Low,4,9.0,7,0,7,Wallet,30,Android,6,373.59,0
5701,60,Low,5,11.5,6,0,6,Credit Card,40,iOS,6,476.83,0
5702,64,Medium,7,9.3,6,0,1,Wallet,31,Web,7,797.97,0
5703,61,High,1,14.2,6,1,6,Credit Card,20,iOS,7,421.52,0
5704,52,Low,12,8.2,8,0,3,UPI,2,iOS,1,565.27,1
5705,34,Medium,3,11.0,1,0,9,Credit Card,6,Android,7,537.24,0
5706,52,Medium,1,14.1,5,0,9,Credit Card,14,Android,1,222.91,0
5707,36,High,3,9.5,14,0,5,UPI,26,Android,3,554.54,0
5708,37,Medium,11,13.3,11,1,8,Debit Card,33,Android,4,851.31,1
5709,53,High,2,9.4,12,1,3,Credit Card,23,Android,6,449.63,0
5710,52,Medium,5,12.4,13,0,9,Credit Card,25,Android,4,428.05,1
5711,49,Low,10,4.6,3,0,1,Debit Card,38,Web,4,249.28,1
5712,65,Low,5,8.2,12,1,8,Debit Card,37,Android,6,508.8,0
5713,61,Low,10,15.4,11,1,0,Credit Card,28,iOS,4,333.99,1
5714,57,Medium,9,2.5,9,1,5,Credit Card,35,Android,6,828.45,1
5715,41,High,8,5.7,10,1,6,Debit Card,7,iOS,10,1284.17,1
5716,34,Low,3,14.5,5,1,7,Credit Card,2,Android,3,213.83,0
5717,24,Medium,1,7.7,8,1,3,Credit Card,17,Web,8,316.55,0
5718,60,Low,5,7.7,10,1,0,Debit Card,27,Android,6,354.97,0
5719,18,Medium,11,10.7,0,1,0,UPI,2,Android,9,860.32,0
5720,52,High,3,11.8,1,0,0,Debit Card,12,Web,2,532.66,0
5721,49,Low,5,6.9,5,1,2,Debit Card,16,Android,5,505.46,0
5722,53,Medium,9,3.1,14,1,8,UPI,32,Web,10,671.7,1
5723,30,Low,11,5.2,11,1,5,Wallet,18,iOS,9,702.51,0
5724,23,Medium,1,6.3,11,0,6,Credit Card,16,Android,6,273.67,0
5725,31,Low,1,4.5,6,1,6,Credit Card,5,Android,6,163.04,0
5726,54,Medium,9,5.4,12,0,1,Credit Card,24,Web,7,511.86,0
5727,65,Medium,3,8.0,2,0,5,UPI,11,Android,7,403.45,0
5728,32,Medium,12,5.5,0,0,8,Debit Card,46,Android,5,857.38,0
5729,64,Low,10,13.3,6,1,3,Wallet,42,Web,8,456.02,0
5730,21,Medium,5,6.8,11,1,7,UPI,24,Android,6,543.69,0
5731,57,Medium,9,3.4,1,1,7,Wallet,14,iOS,4,662.53,1
5732,33,Medium,11,11.5,11,1,2,UPI,44,Web,1,874.0,1
5733,45,Low,5,17.7,12,1,6,Debit Card,36,Android,1,333.96,1
5734,33,High,12,7.0,5,0,7,Wallet,1,iOS,6,1543.31,0
5735,21,Medium,12,8.8,3,0,5,Debit Card,26,Android,5,946.75,0
5736,62,Low,3,11.9,9,1,3,Debit Card,26,Android,3,321.53,0
5737,43,Low,9,6.9,3,0,7,UPI,4,Android,6,423.59,0
5738,45,High,12,13.6,8,1,3,Wallet,26,Android,8,1408.55,0
5739,49,Low,7,3.2,6,1,5,Wallet,4,Android,5,554.62,0
5740,62,High,12,7.6,0,1,1,Wallet,32,Android,4,1450.86,0
5741,19,Medium,12,5.6,3,0,1,Debit Card,16,iOS,8,1048.41,0
5742,48,Medium,7,4.6,9,0,3,Wallet,37,iOS,4,748.79,1
5743,20,Medium,8,5.6,5,1,5,Credit Card,16,Android,8,697.25,0
5744,25,Low,11,9.5,1,0,2,Debit Card,40,Android,6,686.95,0
5745,41,Low,5,10.8,3,1,2,UPI,20,Android,10,275.73,0
5746,32,Low,2,10.1,1,0,5,Debit Card,17,iOS,5,330.83,0
